year.id,year.display-label,hisp.id,hisp.display-label,GEO.id,GEO.id2,GEO.display-label,wac_sex0_age999,bac_sex0_age999,iac_sex0_age999,aac_sex0_age999,nac_sex0_age999,wac_sex0_age0to17,bac_sex0_age0to17,iac_sex0_age0to17,aac_sex0_age0to17,nac_sex0_age0to17,wac_sex0_age18to64,bac_sex0_age18to64,iac_sex0_age18to64,aac_sex0_age18to64,nac_sex0_age18to64,wac_sex0_age65plus,bac_sex0_age65plus,iac_sex0_age65plus,aac_sex0_age65plus,nac_sex0_age65plus
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US17,17,Illinois,8307131,1923411,61097,678927,10158,1717686,554284,15965,169466,2724,5284255,1182445,39306,450831,6768,1305190,186682,5826,58630,666
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US17,17,Illinois,10232092,2008510,136005,702868,16312,2391179,590726,42318,179667,4733,6450843,1228372,85437,463828,10678,1390070,189412,8250,59373,901
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US17,17,Illinois,1952962,86579,75458,24433,6250,675403,36469,25746,10245,2010,1186496,47161,47056,13386,3991,91063,2949,2656,802,249
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US17,17,Illinois,8274523,1923477,61683,700400,10523,1693766,542076,15795,173357,2839,5237074,1188702,39594,463402,6974,1343683,192699,6294,63641,710
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US17,17,Illinois,10227485,2010056,137141,724833,16773,2369169,578545,41541,183602,4849,6423570,1235863,86650,476788,10965,1434746,195648,8950,64443,959
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US17,17,Illinois,1979192,88041,75692,24829,6374,675270,36593,24986,10305,2027,1206537,48281,47824,13662,4082,97385,3167,2882,862,265
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US17,17,Illinois,8241536,1924723,61979,724050,10958,1668679,531477,15576,177303,2961,5199716,1194474,39751,477941,7237,1373141,198772,6652,68806,760
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US17,17,Illinois,10220728,2012764,137671,748879,17332,2343949,568070,40562,187608,4988,6406253,1242755,87575,491603,11319,1470526,201939,9534,69668,1025
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US17,17,Illinois,2003352,89812,76594,25359,6498,674192,36967,24911,10452,2055,1225486,49465,48571,13971,4160,103674,3380,3112,936,283
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US17,17,Illinois,8192439,1921851,61972,746238,11138,1644674,522332,15424,180658,3048,5148918,1194320,39543,491509,7275,1398847,205199,7005,74071,815
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US17,17,Illinois,10195791,2011663,138566,771597,17636,2318866,559299,40335,191110,5103,6374404,1243785,88114,505480,11435,1502521,208579,10117,75007,1098
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US17,17,Illinois,2025465,91529,77625,25880,6611,672472,37409,24966,10599,2083,1242442,50573,49306,14277,4216,110551,3547,3353,1004,312
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US17,17,Illinois,8132912,1918408,62215,766503,11395,1621694,513051,15268,183267,3070,5088796,1192760,39556,503656,7453,1422422,212597,7391,79580,872
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US17,17,Illinois,10158377,2009937,139840,792383,18006,2294166,550460,40234,193866,5153,6331238,1243333,88862,517933,11669,1532973,216144,10744,80584,1184
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US18,18,Indiana,355545,25017,15845,4576,2251,139668,12526,6279,2002,906,203814,12058,9204,2451,1307,12063,433,362,123,38
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US18,18,Indiana,5384157,640485,41556,124148,5141,1245878,216129,10980,36516,1725,3365758,374858,26664,81640,3156,772521,49498,3912,5992,260
cen42010,"April 1, 2010 Census",totpop,Total,0400000US18,18,Indiana,5739702,665502,57401,128724,7392,1385546,228655,17259,38518,2631,3569572,386916,35868,84091,4463,784584,49931,4274,6115,298
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US18,18,Indiana,355556,25017,15848,4576,2251,139673,12526,6282,2002,906,203819,12058,9204,2451,1307,12064,433,362,123,38
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US18,18,Indiana,5384547,640506,41557,124152,5141,1245922,216129,10981,36517,1725,3365946,374875,26664,81643,3156,772679,49502,3912,5992,260
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US18,18,Indiana,5740103,665523,57405,128728,7392,1385595,228655,17263,38519,2631,3569765,386933,35868,84094,4463,784743,49935,4274,6115,298
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US18,18,Indiana,357440,25135,15884,4630,2267,140329,12546,6260,2018,903,204865,12151,9263,2490,1324,12246,438,361,122,40
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US18,18,Indiana,5385908,642308,41585,126016,5247,1242899,216280,10918,36923,1747,3368014,376260,26716,82977,3241,774995,49768,3951,6116,259
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US18,18,Indiana,5743348,667443,57469,130646,7514,1383228,228826,17178,38941,2650,3572879,388411,35979,85467,4565,787241,50206,4312,6238,299
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US18,18,Indiana,366789,25931,16289,4849,2347,143267,12851,6307,2126,945,210355,12626,9580,2590,1361,13167,454,402,133,41
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US18,18,Indiana,5390069,650290,42168,132743,5441,1231827,216596,10792,38394,1802,3373099,382930,27157,87734,3364,785143,50764,4219,6615,275
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US18,18,Indiana,5756858,676221,58457,137592,7788,1375094,229447,17099,40520,2747,3583454,395556,36737,90324,4725,798310,51218,4621,6748,316
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US18,18,Indiana,374976,26485,16651,5002,2446,145278,12971,6385,2188,973,215492,13027,9829,2682,1427,14206,487,437,132,46
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US18,18,Indiana,5390866,657800,42762,139866,5586,1220535,216595,10735,40012,1838,3356398,388660,27422,92603,3443,813933,52545,4605,7251,305
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US18,18,Indiana,5765842,684285,59413,144868,8032,1365813,229566,17120,42200,2811,3571890,401687,37251,95285,4870,828139,53032,5042,7383,351
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US18,18,Indiana,384693,27416,17055,5276,2541,147977,13308,6459,2299,1000,221416,13587,10124,2821,1486,15300,521,472,156,55
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US18,18,Indiana,5397100,667539,43457,148398,5830,1212263,217834,10653,42033,1921,3349712,395252,27864,98526,3589,835125,54453,4940,7839,320
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US18,18,Indiana,5781793,694955,60512,153674,8371,1360240,231142,17112,44332,2921,3571128,408839,37988,101347,5075,850425,54974,5412,7995,375
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US18,18,Indiana,393677,28488,17586,5460,2587,150179,13683,6615,2370,997,227051,14221,10457,2921,1528,16447,584,514,169,62
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US18,18,Indiana,5400861,675655,44027,156772,5979,1204493,218907,10606,43967,1977,3338900,400213,28135,104260,3660,857468,56535,5286,8545,342
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US18,18,Indiana,5794538,704143,61613,162232,8566,1354672,232590,17221,46337,2974,3565951,414434,38592,107181,5188,873915,57119,5800,8714,404
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US18,18,Indiana,402399,29598,18043,5669,2659,152011,14100,6770,2426,1036,232634,14848,10708,3057,1559,17754,650,565,186,64
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US18,18,Indiana,5400383,682952,44503,164813,6176,1197994,219772,10554,45698,2017,3323837,404421,28311,109908,3779,878552,58759,5638,9207,380
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US18,18,Indiana,5802782,712550,62546,170482,8835,1350005,233872,17324,48124,3053,3556471,419269,39019,112965,5338,896306,59409,6203,9393,444
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US19,19,Iowa,140568,6103,7564,1822,875,58433,3213,3363,880,369,78164,2827,4068,909,488,3971,63,133,33,18
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US19,19,Iowa,2741394,109274,19889,63332,3298,617261,46063,6606,18932,1235,1683124,58555,12057,41528,1929,441009,4656,1226,2872,134
cen42010,"April 1, 2010 Census",totpop,Total,0400000US19,19,Iowa,2881962,115377,27453,65154,4173,675694,49276,9969,19812,1604,1761288,61382,16125,42437,2417,444980,4719,1359,2905,152
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US19,19,Iowa,140598,6103,7564,1822,875,58433,3213,3363,880,369,78194,2827,4068,909,488,3971,63,133,33,18
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US19,19,Iowa,2741725,109413,19901,63335,3299,617261,46063,6606,18932,1235,1683442,58693,12069,41531,1930,441022,4657,1226,2872,134
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US19,19,Iowa,2882323,115516,27465,65157,4174,675694,49276,9969,19812,1604,1761636,61520,16137,42440,2418,444993,4720,1359,2905,152
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US19,19,Iowa,141774,6187,7709,1874,899,58895,3247,3447,909,378,78846,2875,4129,931,504,4033,65,133,34,17
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US19,19,Iowa,2742542,110330,19964,64342,3330,616430,46358,6611,19125,1234,1684654,59301,12115,42305,1965,441458,4671,1238,2912,131
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US19,19,Iowa,2884316,116517,27673,66216,4229,675325,49605,10058,20034,1612,1763500,62176,16244,43236,2469,445491,4736,1371,2946,148
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US19,19,Iowa,146410,6517,8182,2017,915,60130,3388,3707,1012,378,81912,3055,4337,964,518,4368,74,138,41,19
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US19,19,Iowa,2745682,113930,20252,68099,3539,611489,47283,6636,19959,1297,1689775,61841,12319,45034,2094,444418,4806,1297,3106,148
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US19,19,Iowa,2892092,120447,28434,70116,4454,671619,50671,10343,20971,1675,1771687,64896,16656,45998,2612,448786,4880,1435,3147,167
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US19,19,Iowa,150769,6837,8679,2146,924,61369,3554,3991,1083,383,84612,3199,4529,1018,517,4788,84,159,45,24
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US19,19,Iowa,2745668,117345,20522,72282,3665,607048,48231,6640,21190,1340,1681938,64091,12491,47780,2167,456682,5023,1391,3312,158
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US19,19,Iowa,2896437,124182,29201,74428,4589,668417,51785,10631,22273,1723,1766550,67290,17020,48798,2684,461470,5107,1550,3357,182
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US19,19,Iowa,155458,7198,9219,2248,961,62686,3733,4294,1138,385,87595,3376,4735,1061,552,5177,89,190,49,24
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US19,19,Iowa,2747537,122677,20937,76550,3867,604222,49813,6646,22439,1415,1678059,67563,12788,50547,2290,465256,5301,1503,3564,162
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US19,19,Iowa,2902995,129875,30156,78798,4828,666908,53546,10940,23577,1800,1765654,70939,17523,51608,2842,470433,5390,1693,3613,186
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US19,19,Iowa,159859,7578,9491,2347,1003,63692,3893,4346,1180,397,90541,3586,4928,1107,579,5626,99,217,60,27
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US19,19,Iowa,2751650,127736,21285,81102,4144,602930,51483,6632,23554,1504,1673464,70642,13013,53696,2451,475256,5611,1640,3852,189
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US19,19,Iowa,2911509,135314,30776,83449,5147,666622,55376,10978,24734,1901,1764005,74228,17941,54803,3030,480882,5710,1857,3912,216
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US19,19,Iowa,164384,8009,9778,2448,1069,64835,4020,4374,1211,419,93468,3875,5151,1172,615,6081,114,253,65,35
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US19,19,Iowa,2754083,131997,21570,84945,4323,601755,52412,6557,24427,1556,1666406,73592,13229,56324,2549,485922,5993,1784,4194,218
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US19,19,Iowa,2918467,140006,31348,87393,5392,666590,56432,10931,25638,1975,1759874,77467,18380,57496,3164,492003,6107,2037,4259,253
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US20,20,Kansas,276652,14433,15372,3672,1331,111911,7704,6750,1778,580,154944,6531,8268,1822,718,9797,198,354,72,33
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US20,20,Kansas,2292166,192622,49719,81661,4114,532224,67291,15558,24904,1600,1413453,111712,30497,52424,2342,346489,13619,3664,4333,172
cen42010,"April 1, 2010 Census",totpop,Total,0400000US20,20,Kansas,2568818,207055,65091,85333,5445,644135,74995,22308,26682,2180,1568397,118243,38765,54246,3060,356286,13817,4018,4405,205
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US20,20,Kansas,276652,14433,15372,3672,1331,111911,7704,6750,1778,580,154944,6531,8268,1822,718,9797,198,354,72,33
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US20,20,Kansas,2292173,192629,49720,81663,4114,532225,67295,15558,24906,1600,1413459,111715,30498,52424,2342,346489,13619,3664,4333,172
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US20,20,Kansas,2568825,207062,65092,85335,5445,644136,74999,22308,26684,2180,1568403,118246,38766,54246,3060,356286,13817,4018,4405,205
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US20,20,Kansas,278653,14607,15479,3740,1330,112667,7775,6785,1817,580,156075,6624,8338,1849,717,9911,208,356,74,33
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US20,20,Kansas,2294163,193591,49822,82490,4160,531917,67494,15496,25029,1602,1414934,112397,30650,53053,2384,347312,13700,3676,4408,174
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US20,20,Kansas,2572816,208198,65301,86230,5490,644584,75269,22281,26846,2182,1571009,119021,38988,54902,3101,357223,13908,4032,4482,207
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US20,20,Kansas,285166,15028,15915,3833,1340,114565,7889,6932,1867,572,160145,6934,8597,1885,736,10456,205,386,81,32
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US20,20,Kansas,2294147,196001,49920,85376,4177,529177,67573,15167,25477,1589,1414716,114401,30972,55157,2411,350254,14027,3781,4742,177
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US20,20,Kansas,2579313,211029,65835,89209,5517,643742,75462,22099,27344,2161,1574861,121335,39569,57042,3147,360710,14232,4167,4823,209
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US20,20,Kansas,292231,15531,16310,3991,1347,116244,8042,7088,1961,559,164757,7288,8796,1944,753,11230,201,426,86,35
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US20,20,Kansas,2297141,199569,50165,88589,4293,526897,67859,14887,25993,1596,1408795,117191,31282,57466,2505,361449,14519,3996,5130,192
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US20,20,Kansas,2589372,215100,66475,92580,5640,643141,75901,21975,27954,2155,1573552,124479,40078,59410,3258,372679,14720,4422,5216,227
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US20,20,Kansas,297979,15729,16707,4132,1396,117510,8084,7210,2054,568,168441,7424,9036,1990,788,12028,221,461,88,40
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US20,20,Kansas,2295219,201577,50345,91642,4523,523081,67874,14551,26403,1643,1402080,118746,31602,59740,2674,370058,14957,4192,5499,206
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US20,20,Kansas,2593198,217306,67052,95774,5919,640591,75958,21761,28457,2211,1570521,126170,40638,61730,3462,382086,15178,4653,5587,246
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US20,20,Kansas,303929,16190,17163,4292,1451,118669,8227,7259,2109,566,172460,7713,9415,2086,840,12800,250,489,97,45
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US20,20,Kansas,2292296,203594,50555,95211,4637,519065,68084,14379,26954,1677,1394791,119946,31782,62315,2738,378440,15564,4394,5942,222
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US20,20,Kansas,2596225,219784,67718,99503,6088,637734,76311,21638,29063,2243,1567251,127659,41197,64401,3578,391240,15814,4883,6039,267
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US20,20,Kansas,309984,16650,17422,4358,1465,119459,8384,7278,2126,557,176836,7979,9599,2123,863,13689,287,545,109,45
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US20,20,Kansas,2290079,206235,51010,98831,4823,515613,68469,14309,27712,1714,1387084,121438,32014,64687,2863,387382,16328,4687,6432,246
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US20,20,Kansas,2600063,222885,68432,103189,6288,635072,76853,21587,29838,2271,1563920,129417,41613,66810,3726,401071,16615,5232,6541,291
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US21,21,Kentucky,118619,10557,5786,2202,1454,44589,4547,2208,898,605,70469,5805,3448,1229,818,3561,205,130,75,31
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US21,21,Kentucky,3808599,370169,28211,60659,4244,863824,118804,6495,18881,1537,2402204,222898,18377,38621,2523,542571,28467,3339,3157,184
cen42010,"April 1, 2010 Census",totpop,Total,0400000US21,21,Kentucky,3927218,380726,33997,62861,5698,908413,123351,8703,19779,2142,2472673,228703,21825,39850,3341,546132,28672,3469,3232,215
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US21,21,Kentucky,118613,10557,5786,2202,1454,44585,4547,2208,898,605,70467,5805,3448,1229,818,3561,205,130,75,31
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US21,21,Kentucky,3808587,370164,28211,60659,4244,863818,118800,6495,18881,1537,2402198,222897,18377,38621,2523,542571,28467,3339,3157,184
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US21,21,Kentucky,3927200,380721,33997,62861,5698,908403,123347,8703,19779,2142,2472665,228702,21825,39850,3341,546132,28672,3469,3232,215
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US21,21,Kentucky,119631,10732,5809,2239,1454,45149,4632,2223,930,608,70854,5890,3456,1235,816,3628,210,130,74,30
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US21,21,Kentucky,3813779,372155,28265,61376,4307,862994,119148,6482,19105,1537,2405983,224404,18432,39047,2581,544802,28603,3351,3224,189
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US21,21,Kentucky,3933410,382887,34074,63615,5761,908143,123780,8705,20035,2145,2476837,230294,21888,40282,3397,548430,28813,3481,3298,219
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US21,21,Kentucky,122651,11067,5917,2367,1465,46641,4860,2306,1063,634,72121,5986,3458,1230,804,3889,221,153,74,27
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US21,21,Kentucky,3822833,378731,28636,64425,4455,859058,120322,6445,19814,1578,2410737,229241,18680,41160,2679,553038,29168,3511,3451,198
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US21,21,Kentucky,3945484,389798,34553,66792,5920,905699,125182,8751,20877,2212,2482858,235227,22138,42390,3483,556927,29389,3664,3525,225
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US21,21,Kentucky,126238,11473,6031,2462,1470,47845,5070,2317,1135,619,74159,6169,3531,1243,819,4234,234,183,84,32
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US21,21,Kentucky,3826181,384940,28859,67480,4615,852832,121150,6414,20514,1635,2397864,233461,18708,43140,2769,575485,30329,3737,3826,211
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US21,21,Kentucky,3952419,396413,34890,69942,6085,900677,126220,8731,21649,2254,2472023,239630,22239,44383,3588,579719,30563,3920,3910,243
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US21,21,Kentucky,129592,11879,6163,2597,1513,49252,5212,2360,1219,644,75721,6393,3575,1291,838,4619,274,228,87,31
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US21,21,Kentucky,3831209,390985,29437,70433,4752,848474,122429,6485,21375,1675,2390299,236903,19010,44890,2857,592436,31653,3942,4168,220
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US21,21,Kentucky,3960801,402864,35600,73030,6265,897726,127641,8845,22594,2319,2466020,243296,22585,46181,3695,597055,31927,4170,4255,251
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US21,21,Kentucky,132887,12169,6414,2699,1541,50346,5347,2415,1300,668,77503,6519,3719,1316,827,5038,303,280,83,46
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US21,21,Kentucky,3834893,396338,29840,73695,4964,844679,123290,6506,21993,1740,2380029,239583,19125,47134,2977,610185,33465,4209,4568,247
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US21,21,Kentucky,3967780,408507,36254,76394,6505,895025,128637,8921,23293,2408,2457532,246102,22844,48450,3804,615223,33768,4489,4651,293
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US21,21,Kentucky,135678,12526,6556,2768,1538,51395,5513,2432,1318,674,78909,6690,3788,1356,825,5374,323,336,94,39
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US21,21,Kentucky,3837964,401054,30080,76875,5130,840863,123817,6421,22644,1766,2371057,241942,19181,49282,3098,626044,35295,4478,4949,266
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US21,21,Kentucky,3973642,413580,36636,79643,6668,892258,129330,8853,23962,2440,2449966,248632,22969,50638,3923,631418,35618,4814,5043,305
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US22,22,Louisiana,167772,19719,8357,3350,1455,46677,6954,2602,1234,445,110376,11784,5437,1976,957,10719,981,318,140,53
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US22,22,Louisiana,2786591,1475402,49771,82224,3878,612401,441575,14684,21186,1152,1761301,907416,30711,55699,2481,412889,126411,4376,5339,245
cen42010,"April 1, 2010 Census",totpop,Total,0400000US22,22,Louisiana,2954363,1495121,58128,85574,5333,659078,448529,17286,22420,1597,1871677,919200,36148,57675,3438,423608,127392,4694,5479,298
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US22,22,Louisiana,167779,19719,8357,3350,1455,46677,6954,2602,1234,445,110383,11784,5437,1976,957,10719,981,318,140,53
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US22,22,Louisiana,2786646,1475447,49771,82224,3878,612401,441575,14684,21186,1152,1761316,907451,30711,55699,2481,412929,126421,4376,5339,245
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US22,22,Louisiana,2954425,1495166,58128,85574,5333,659078,448529,17286,22420,1597,1871699,919235,36148,57675,3438,423648,127402,4694,5479,298
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US22,22,Louisiana,169519,19930,8415,3378,1453,47295,7043,2639,1240,442,111360,11904,5453,2001,954,10864,983,323,137,57
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US22,22,Louisiana,2790950,1480225,50025,83112,3899,612011,441375,14722,21409,1155,1764650,911554,30852,56269,2495,414289,127296,4451,5434,249
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US22,22,Louisiana,2960469,1500155,58440,86490,5352,659306,448418,17361,22649,1597,1876010,923458,36305,58270,3449,425153,128279,4774,5571,306
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US22,22,Louisiana,175626,21024,8848,3548,1517,49425,7607,2823,1360,459,114695,12353,5684,2033,995,11506,1064,341,155,63
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US22,22,Louisiana,2799027,1493539,50749,86617,4066,610298,439058,14756,22355,1224,1768137,923652,31280,58390,2578,420592,130829,4713,5872,264
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US22,22,Louisiana,2974653,1514563,59597,90165,5583,659723,446665,17579,23715,1683,1882832,936005,36964,60423,3573,432098,131893,5054,6027,327
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US22,22,Louisiana,182045,22345,9390,3827,1570,51391,8409,3109,1563,492,118295,12788,5914,2094,1008,12359,1148,367,170,70
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US22,22,Louisiana,2806698,1504706,51459,89727,4247,608774,436864,14736,23076,1265,1761179,931163,31623,60248,2697,436745,136679,5100,6403,285
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US22,22,Louisiana,2988743,1527051,60849,93554,5817,660165,445273,17845,24639,1757,1879474,943951,37537,62342,3705,449104,137827,5467,6573,355
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US22,22,Louisiana,188190,23637,9893,3983,1571,53436,9127,3390,1735,493,121568,13280,6077,2075,1005,13186,1230,426,173,73
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US22,22,Louisiana,2809890,1516162,51994,92885,4447,606622,435886,14659,23753,1320,1755711,938241,31897,62205,2819,447557,142035,5438,6927,308
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US22,22,Louisiana,2998080,1539799,61887,96868,6018,660058,445013,18049,25488,1813,1877279,951521,37974,64280,3824,460743,143265,5864,7100,381
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US22,22,Louisiana,194496,24663,10249,4178,1577,55800,9609,3547,1864,515,124906,13740,6240,2139,990,13790,1314,462,175,72
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US22,22,Louisiana,2813332,1525634,52538,95838,4609,605217,435913,14710,24378,1395,1748736,941452,32076,64001,2882,459379,148269,5752,7459,332
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US22,22,Louisiana,3007828,1550297,62787,100016,6186,661017,445522,18257,26242,1910,1873642,955192,38316,66140,3872,473169,149583,6214,7634,404
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US22,22,Louisiana,200763,25451,10428,4298,1639,58031,9836,3597,1917,544,128071,14194,6329,2188,1017,14661,1421,502,193,78
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US22,22,Louisiana,2817869,1533737,53139,99251,4834,603880,435159,14697,25041,1461,1742734,943253,32354,66101,3020,471255,155325,6088,8109,353
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US22,22,Louisiana,3018632,1559188,63567,103549,6473,661911,444995,18294,26958,2005,1870805,957447,38683,68289,4037,485916,156746,6590,8302,431
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US23,23,Maine,15292,1351,1039,427,152,5819,624,431,172,68,8657,700,579,231,77,816,27,29,24,7
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US23,23,Maine,1273354,20749,17679,18018,856,255742,9828,4912,6032,266,809401,10254,11340,11065,538,208211,667,1427,921,52
